ROW_ID,ITEMID,LABEL,LINKSTO
2150,6015,triple abx.,chartevents
2151,6016,neo bili,chartevents
2152,6017,metabolic labs,chartevents
2153,6018,pic line placed,chartevents
2154,6019,left arm edema,chartevents
2155,6020,gent peak/trough,chartevents
2156,6021,(r) nephrostomy,chartevents
2157,6022,critic aide,chartevents
2158,6023,av fistula,chartevents
2159,6024,venous o2 sat,chartevents
2160,6025,mineral oil,chartevents
2161,6026,neckjp/drainage/site,chartevents
2162,6027,thrush,chartevents
2163,6028,abdominal girth,chartevents
2164,6029,uac/uvc placement,chartevents
2165,6030,face,chartevents
2166,6031,pads/neck incision.,chartevents
2167,6032,trach cuff takendown,chartevents
2168,6033,wound care,chartevents
2169,6034,epogen,chartevents
2170,6035,urinalysis sent,chartevents
2171,6036,blocked tear duct,chartevents
2172,6037,ilex,chartevents
2173,6038,pediarix vaccine,chartevents
2174,6039,bath.,chartevents
2175,6041,hi ve,chartevents
2176,6042,vidalyn,chartevents
2177,6043,surface cultures,chartevents
2178,6044,trn of 4,chartevents
2179,6045,1-10 ml 20% mucomyst,chartevents
2180,6046,gentamicin ointment,chartevents
2181,6047,hi insp press,chartevents
2182,6048,right armpit,chartevents
2183,6049,pediarix,chartevents
2184,6050,pediarix vaccination,chartevents
2185,6051,pediarix,chartevents
2186,6052,"neonatal bili, lytes",chartevents
2187,6053,hep flush 10u/cc,chartevents
2188,6054,neonatal bili,chartevents
2189,6055,peg care,chartevents
2190,6056,right fem sheath,chartevents
2191,6057,triple antbx oint,chartevents
2192,6058,uric acid,chartevents
2193,6060,bipap mask,chartevents
2194,6061,sucrose h20,chartevents
2195,6062,j-tube,chartevents
2196,6063,p insp.,chartevents
2197,6064,orl exam,chartevents
2198,6065,high minute volume,chartevents
2199,6066,chest tube dsg,chartevents
2200,6067,neonatal bili & lyts,chartevents
2201,6068,dtap-hepb-ipv comb.,chartevents
2202,6069,suprapubic cath site,chartevents
2203,6070,full skeletal x-ray,chartevents
2204,6071,hep b imm globulin,chartevents
2205,6072,vision fields,chartevents
2206,6073,mv hi,chartevents
2207,6074,neonatal bili,chartevents
2208,6075,hep flush 10u/cc,chartevents
2209,6076,flowrate,chartevents
2210,6078,mv,chartevents
2211,6079,mitrazole powder,chartevents
2212,6081,straight cath,chartevents
2213,6082,spinal scan,chartevents
2214,6083,ogt placement,chartevents
2215,6084,trach site,chartevents
2216,6085,caffeine bolus,chartevents
2217,6086,micro-neb tx,chartevents
2218,6087,pmv trial,chartevents
2219,4860,myconizole powder,chartevents
2220,4862,circ site,chartevents
2221,4865,clonus,chartevents
2222,4867,trivisol,chartevents
2223,4870,tooth buds,chartevents
2224,4871,vit d,chartevents
2225,4872,tri vi sol,chartevents
2226,4873,tobradex oint.,chartevents
2227,4874,atropine,chartevents
2228,4875,cyclopentolate,chartevents
2229,4880,levothyroxin (t4),chartevents
2230,4887,flow rate,chartevents
2231,4888,lasix,chartevents
2232,4889,cyclopentolate,chartevents
2233,4893,right hydrocele,chartevents
2234,4894,left hydrocele,chartevents
2235,4895,nystatin susp,chartevents
2236,4898,mvi,chartevents
2237,4900,oral nystatin,chartevents
2238,4901,skin,chartevents
2239,4902,neuro consult,chartevents
2240,4905,fluconazole,chartevents
2241,4910,glycerin supp.,chartevents
2242,4911,hep b vaccine,chartevents
2243,4914,tub,chartevents
2244,4915,prune juice,chartevents
2245,4918,hep b vaccine,chartevents
2246,4919,pectus,chartevents
2247,4922,open crib,chartevents
2248,4925,amoxicillan,chartevents
2249,4926,"dexamethasone, gtts",chartevents
2250,4928,neo-synephrine gtts,chartevents
2251,4929,prednisolone,chartevents
2252,4936,nystatin oint.,chartevents
2253,4937,circumcision care,chartevents
2254,4941,genetics consult,chartevents
2255,4944,hearing,chartevents
2256,4946,myconazole pdr.,chartevents
2257,4947,nystatin cream,chartevents
2258,4948,bilirubin,chartevents
2259,4950,dexamethasone drops,chartevents
2260,4951,diaper rash,chartevents
2261,4952,bactroban,chartevents
2262,4953,sucrose pacifier,chartevents
2263,4954,mineral oil,chartevents
2264,4955,sweating,chartevents
2265,4956,umbi hernia,chartevents
2266,4957,atropine drops,chartevents
2267,4958,tobramycin oint,chartevents
2268,5603,tri vi sol,chartevents
2269,5604,criticaide,chartevents
2270,5605,miconazole powder,chartevents
2271,5606,nutrition labs,chartevents
2272,5609,hydroactive gel,chartevents
2273,5610,bp q8h,chartevents
2274,5612,dexamethasone gtts,chartevents
2275,5613,neonatal morphine po,chartevents
2276,5617,vitamin a,chartevents
2277,5620,abd us,chartevents
2278,5621,dsd,chartevents
2279,5625,pinps,chartevents
2280,5626,vidalyn,chartevents
2281,5628,head circ.,chartevents
2282,5629,csm to right hand,chartevents
2283,5630,driving pressure,chartevents
2284,5631,high mv alarm.,chartevents
2285,5632,r breast temp/color,chartevents
2286,5633,cyclosporine,chartevents
2287,5634,vidalin,chartevents
2288,5635,physical therapy,chartevents
2289,5636,2nd o2 sat,chartevents
2290,5637,leadii cardiac strip,chartevents
2291,5638,sheath a line,chartevents
2292,5639,r axilla-bupivacaine,chartevents
2293,5640,r popliteal bupivace,chartevents
2294,5641,fer-gen-sol,chartevents
2295,5642,bupivacaine.1%-axila,chartevents
2296,5643,bupivacaine.1%-pop,chartevents
2297,5644,passy muir/cuff down,chartevents
2298,5645,ct dressing,chartevents
2299,5646,trach ties,chartevents
2300,5647,trembling,chartevents
2301,5648,multi-podis boots,chartevents
2302,5649,prbcs,chartevents
2303,5650,wash abd--hibiclens,chartevents
2304,5651,high ve,chartevents
2305,5652,picc attempt,chartevents
2306,5654,rt art line,chartevents
2307,5655,multi podis boots,chartevents
2308,5656,phenylephrine,chartevents
2309,5658,erythromycin oint,chartevents
2310,5659,d5w & 40gm cagluc,chartevents
2311,5660,lytes,chartevents
2312,5661,plts,chartevents
2313,5662,lt. lat. decub,chartevents
2314,5663,hepatitis b vaccine,chartevents
2315,5664,choley tube,chartevents
2316,5665,choley tube drainage,chartevents
2317,5666,edema,chartevents
2318,5667,heliox tank pressure,chartevents
2319,5668,cuff pressure,chartevents
2320,5669,gent oint.,chartevents
2321,5671,r fem art line,chartevents
2322,5672,icd,chartevents
2323,5674,vest,chartevents
2324,5675,high mv.,chartevents
2325,5676,right fem. aline,chartevents
2326,5677,scrotal ultrasound,chartevents
2327,5678,bath/ shampoo,chartevents
2328,5679,radial abp,chartevents
2329,5680,radial map,chartevents
2330,5681,umbi hernia measure,chartevents
2331,5682,neosynephrine gtts,chartevents
2332,5683,hourly pfr,chartevents
2333,5692,"bili, hct. retic",chartevents
2334,5693,left lateral decub,chartevents
2335,5694,abdominal ultrasound,chartevents
2336,5695,cortisol level 30 mn,chartevents
2337,5696,p hi,chartevents
2338,5697,cortisol level pre,chartevents
2339,5698,vi-day-lin,chartevents
2340,5699,chromosomes,chartevents
2341,5700,gent eye oint,chartevents
2342,5701,trivisol,chartevents
2343,5702,fem art mean,chartevents
2344,5703,fem art s/d,chartevents
2345,5704,g-tube flush,chartevents
2346,5705,j-tube flush,chartevents
2347,5706,t high,chartevents
2348,5707,t low,chartevents
2349,5708,mgso4,chartevents
2350,5709,tox screen,chartevents
2351,5710,inital bath,chartevents
2352,5711,x-ray,chartevents
2353,5712,orogastric sxn,chartevents
2354,5713,incision sites,chartevents
2355,5714,cpm machine,chartevents
2356,5715,gentamycin eye ointt,chartevents
2357,5716,bed exit alarm,chartevents
2358,5717,circ.site,chartevents
2359,5718,pic,chartevents
2360,5719,mucumyst,chartevents
2361,5720,total bath,chartevents
2362,5721,abd lateral,chartevents
2363,5722,av fistula t/b,chartevents
2364,5723,caffiene bolus,chartevents
2365,5724,tea bags to r eye.,chartevents
2366,5725,umbilical,chartevents
2367,5726,hi ve,chartevents
2368,5727,hi mv,chartevents
2369,5728,solumedrol  mg/kg/hr,chartevents
2370,5729,bair hugger,chartevents
2371,5730,hernia repair,chartevents
2372,5731,femoral abp mean,chartevents
2373,5732,femoral abp s/d,chartevents
2374,5733,granuloma,chartevents
2375,5735,peri pad chg,chartevents
2376,5736,inst spir,chartevents
2377,5737,breast pump,chartevents
2378,5738,pericardial flush,chartevents
2379,5739,nas assessment,chartevents
2380,5740,active rom rue/lue,chartevents
2381,5741,passive rom rue/lue,chartevents
2382,5742,colostomy stoma,chartevents
2383,5743,nt suction,chartevents
2384,5744,high exhaled min vol,chartevents
2385,5745,hep flush 10units/cc,chartevents
2386,5746,heparin depend antby,chartevents
2387,5747,dobutamine,chartevents
2388,5748,vitamin a inj.,chartevents
2389,5749,percussion per bed,chartevents
2390,5750,24hr lytes&bili,chartevents
2391,5751,prbcs,chartevents
2392,5752,epinephrin,chartevents
2393,5753,calcium chloride,chartevents
2394,5754,apnea time,chartevents
2395,5755,time disconnect,chartevents
2396,5756,pinps,chartevents
2397,5757,mucous fistula,chartevents
2398,5758,mv hi,chartevents
2399,5759,gentics consult,chartevents
2400,5760,bed bath,chartevents
2401,5761,chromosomal analysis,chartevents
2402,5762,rectal tube care,chartevents
2403,5763,ngt ns flush q/4hr,chartevents
2404,5764,driving press,chartevents
2405,5765,cpr instruction,chartevents
2406,5766,high mv,chartevents
2407,5767,trach button,chartevents
2408,5768,left nephro. tube,chartevents
2409,5769,multipodus splints,chartevents
2410,5770,dexamethasone eye ds,chartevents
2411,5771,heliox psi pressure,chartevents
2412,5772,flap temp/color,chartevents
2413,5773,waffle boots,chartevents
2414,5774,nipple shield used,chartevents
2415,5775,decadron nose drops,chartevents
2416,5776,"fem, abp",chartevents
2417,5777,cyclomydril eye drop,chartevents
2418,5778,low mv,chartevents
2419,5779,high    mv,chartevents
2420,5780,nt sx,chartevents
2421,5781,lab results,chartevents
2422,5782,high minute ventilan,chartevents
2423,5783,aprotinen cc/hr,chartevents
2424,5784,lab results,chartevents
2425,5785,vath,chartevents
2426,5786,high pressure,chartevents
2427,5787,t-tube,chartevents
2428,5788,lle cast care,chartevents
2429,5789,rt. avf bruit/thrill,chartevents
2430,5790,cyclosporine mg/hr,chartevents
2431,5791,right femoral a-line,chartevents
2432,5792,left  lower leg cast,chartevents
2433,5793,dtr,chartevents
2434,5794,dapt,chartevents
2435,5795,ureteral stent.,chartevents
2436,5796,lochia,chartevents
2437,5797,l fem aline,chartevents
2438,5798,ecmo flows,chartevents
2439,5799,r leg elevated,chartevents
2440,5800,mushroom catheter,chartevents
2441,5801,high ve            n,chartevents
2442,5802,hyperoxyia test,chartevents
2443,5803,femoral sheath aline,chartevents
2444,5804,sheath map,chartevents
2445,5805,dopamine mics/kg/min,chartevents
2446,5806,180 degree turn,chartevents
2447,5807,color of toes,chartevents
2448,5808,zygris,chartevents
2449,5809,foely,chartevents
2450,5810,urine calcium,chartevents
2451,5811,urine creatinine,chartevents
2452,5812,urine lytes,chartevents
2453,5813,abp alarm [low],chartevents
2454,5814,cvp alarm [low],chartevents
2455,5815,hr alarm [low],chartevents
2456,5816,icp alarm [low],chartevents
2457,5817,nbp alarm [low],chartevents
2458,5818,pap alarm [low],chartevents
2459,5819,resp alarm [low],chartevents
2460,5820,spo2 alarm [low],chartevents
2461,5821,tbili,chartevents
2462,5822,auqafor,chartevents
2463,5823,bed percussion,chartevents
2464,5824,himv,chartevents
2465,5825,nose wound,chartevents
2466,5826,cbc and blood cx,chartevents
2467,5827,nystatin po suspensn,chartevents
2468,5828,multipodus boots,chartevents
2469,5829,"abg, io ca",chartevents
2470,5831,heparin flush 10u/cc,chartevents
2471,5832,driving prssr,chartevents
2472,5833,"lytes.tbili,abg",chartevents
2473,5834,thoracentesis,chartevents
2474,5835,hep b vac,chartevents
2475,5836,mask/sz,chartevents
2476,5837,time disc.,chartevents
2477,5838,jobst bra,chartevents
2478,5839,eye movements,chartevents
2479,5841,tpa,chartevents
2480,5842,decadron drops,chartevents
2481,5843,neosynephrine drops,chartevents
2482,5844,hep. b,chartevents
2483,5845,fem art,chartevents
2484,5846,rigors,chartevents
2485,5847,mv hi,chartevents
2486,5848,disconnect,chartevents
2487,5849,hep b vaccination,chartevents
2488,5850,home bipap unit,chartevents
2489,5852,multi-podus,chartevents
2490,5853,elevate l leg,chartevents
2491,5854,fem aline,chartevents
2492,5855,t diconnect,chartevents
2493,5856,icp,chartevents
2494,5857,aterial line,chartevents
2495,5858,bedside observer,chartevents
2496,5859,left eye,chartevents
2497,5860,bed side observer,chartevents
2498,5861,ted stockings bilat,chartevents
2499,5862,right leg bruit,chartevents
2500,5863,opthamology consult,chartevents
2501,5864,ostomy,chartevents
2502,5865,aprv pressure high,chartevents
2503,5866,aprv pressure low,chartevents
2504,5867,aprv time high,chartevents
2505,5868,aprv time low,chartevents
2506,5869,atc on,chartevents
2507,5870,home vent,chartevents
2508,5871,sizure pads,chartevents
2509,5872,inner canula,chartevents
2510,5873,vanco trough,chartevents
2511,5874,high min. vent,chartevents
2512,5875,ua/uvc placement,chartevents
2513,5876,bun,chartevents
2514,5877,lft's,chartevents
2515,5879,right arm cellulitis,chartevents
2516,5880,low rr,chartevents
2517,5883,desitin prn,chartevents
2518,5884,ranitidine pg,chartevents
2519,5885,"lytes,abg,bili",chartevents
2520,5886,glycerinesuppository,chartevents
2521,5887,gentamicin opthalmic,chartevents
2522,5889,bladder cath,chartevents
2523,5890,dulc.supp andenema,chartevents
2524,5891,sse,chartevents
2525,5892,tpa mg/hr,chartevents
2526,5893,ngt lavage,chartevents
2527,5894,perit/bladder pressu,chartevents
2528,5895,abduction wedge,chartevents
2529,5896,ven0us o2 sat,chartevents
2530,5897,baptize,chartevents
2531,5898,urine na,chartevents
2532,5899,triple antibx oint,chartevents
2533,5900,xeroform dsg,chartevents
2534,5901,"lytes,bili",chartevents
2535,5902,yi mv,chartevents
2536,5903,abdomenal incision,chartevents
2537,5904,02 tubing present,chartevents
2538,5905,alarms checked,chartevents
2539,5906,analgesic,chartevents
2540,5907,bag and mask present,chartevents
2541,5908,feeding label match,chartevents
2542,5909,id band(s) on,chartevents
2543,5911,l&d bands(s) on,chartevents
2544,5912,sx equip functioning,chartevents
2545,5913,tolerated new med?,chartevents
2546,5914,zz equip functioning,chartevents
2547,5916,zz tubing present,chartevents
2548,5919,zzg and mask present,chartevents
2549,5920,passymuir valve,chartevents
2550,5921,abdominal binder,chartevents
2551,5922,bleedig at meatus,chartevents
2552,5923,gi #2 guiac,chartevents
2553,5924,afrin nasal drops,chartevents
2554,5925,abdominal hernia,chartevents
2555,5926,right arm sling,chartevents
2556,5927,nas score,chartevents
2557,5928,circumcison site,chartevents
2558,5929,180 degree rotation,chartevents
2559,5930,valproa 50-100 ug/ml,chartevents
2560,5931,ecmo,chartevents
2561,5932,pmv.,chartevents
2562,5933,triple abx ointment,chartevents
2563,5934,r arm sensation,chartevents
2564,5935,l hand grasp,chartevents
2565,5936,r hand grasp,chartevents
2566,5937,ecmo l/min,chartevents
2567,5938,lvad svr,chartevents
2568,5939,lumbar drain,chartevents
2569,5940,ileostomy care,chartevents
2570,5941,feeding team eval,chartevents
2571,5942,high vt,chartevents
2572,5943,sigh breath,chartevents
2573,5944,i-time,chartevents
2574,5945,continuous neb,chartevents
2575,5946,pic line placement,chartevents
2576,5947,nebs,chartevents
2577,5948,heb b,chartevents
2578,5949,ivp,chartevents
2579,5950,no ppm,chartevents
2580,5951,no tank pr,chartevents
2581,5952,nitric oxide,chartevents
2582,5953,criticaid,chartevents
2583,5954,ileostomy appearance,chartevents
2584,5955,analyzed inov fio2,chartevents
2585,5956,cardiologist visit,chartevents
2586,5957,cyclopentolate 1%,chartevents
2587,5958,r) le,chartevents
2588,5959,scalp,chartevents
2589,5960,vitamin a,chartevents
2590,5961,pt eval,chartevents
2591,5962,spironolactone,chartevents
2592,5963,ceftaxime,chartevents
2593,5964,autopeep,chartevents
2594,5965,vitamin a injections,chartevents
2595,5966,continuous eeg q1hr,chartevents
2596,5967,prom,chartevents
2597,5968,af fistula t/b,chartevents
2598,5969,iv infiltrate,chartevents
2599,5970,"lytes, bili",chartevents
2600,5971,"lytes,bili",chartevents
2601,5972,fetal heartrate,chartevents
2602,5973,r hand infiltrate,chartevents
2603,5974,nitric dioxide,chartevents
2604,5975,o2% on inovent,chartevents
2605,5976,lab draw,chartevents
2606,5977,labs drawn,chartevents
2607,5978,qtc,chartevents
2608,5979,nitrious oxide,chartevents
2609,5980,ino tank press,chartevents
2610,5981,l fem art bp,chartevents
2611,5982,triple antibx oint.,chartevents
2612,5983,fungal blood cx,chartevents
2613,5984,tsh nml(0.27-4.2),chartevents
2614,5986,av fistula bruit,chartevents
2615,5987,abd drsg change,chartevents
2616,5988,av fistula thrill,chartevents
2617,5989,right heel drsg chae,chartevents
2618,5991,cvl,chartevents
2619,5992,surgical site,chartevents
2620,5993,peak exp flow rate,chartevents
2621,5994,hi min vol,chartevents
2622,5995,peak flow post tx.,chartevents
2623,5996,t discon,chartevents
2624,5997,hepa filter,chartevents
2625,5998,meds,chartevents
2626,5999,prone/supine,chartevents
2627,6000,high min vol.,chartevents
2628,6001,rebound bili,chartevents
2629,6002,desitin prn,chartevents
2630,6003,ph level,chartevents
2631,5260,broviac dsg,chartevents
2632,5261,fentanyl bolus,chartevents
2633,5262,lytes,chartevents
2634,5263,stoma,chartevents
2635,5265,hepflush,chartevents
2636,5273,erythropoetin,chartevents
2637,5280,flowrate cc's,chartevents
2638,5281,oral nystatin,chartevents
2639,5282,propanolol,chartevents
2640,5283,glycerin sliver,chartevents
2641,5285,cord drg.,chartevents
2642,5289,cefotaxine,chartevents
2643,5292,propranolol,chartevents
2644,5293,aquafor,chartevents
2645,5301,180 degree rotation,chartevents
2646,5309,180 degree turn,chartevents
2647,5311,chest tube,chartevents
2648,5316,clonis,chartevents
2649,5320,flowrate cc/min,chartevents
2650,5321,ns bolus,chartevents
2651,5325,hernia,chartevents
2652,5329,dopamine,chartevents
2653,5333,saline flush,chartevents
2654,5340,glycerine supp,chartevents
2655,5343,kphosphate,chartevents
2656,5346,atropine drops,chartevents
2657,5347,tobradex oint,chartevents
2658,5353,type and coombs,chartevents
2659,5356,dexamethasone eye ds,chartevents
2660,5361,combivent puffs,chartevents
2661,5374,position rotated 180,chartevents
2662,5380,piperacillin-tazbac,chartevents
2663,5384,op site,chartevents
2664,5386,penrose drain area,chartevents
2665,5387,chesttube site,chartevents
2666,5388,incision,chartevents
2667,5391,ligation incision,chartevents
2668,5392,d10w bolus,chartevents
2669,5394,stoma,chartevents
2670,5395,beclamethasone,chartevents
2671,3740,base excess (other),chartevents
2672,3742,basos,chartevents
2673,3744,blood glucose,chartevents
2674,3745,bloodglucose,chartevents
2675,3746,calcium   (8.8-10.8),chartevents
2676,3747,chloride  (100-112),chartevents
2677,3748,cholesterol (0-199),chartevents
2678,3750,creatinine   (0-0.7),chartevents
2679,3751,digoxin  (1-2ng/ml),chartevents
2680,3754,eosinophils,chartevents
2681,3755,fibrinogen,chartevents
2682,3756,gentamicin post 5-10,chartevents
2683,3757,gentamicin pre (0-2),chartevents
2684,3759,hgb  (10.8-15.8),chartevents
2685,3761,hematocrit (35-51),chartevents
2686,3765,indirect bili(0-1.0),chartevents
2687,3766,ion calcium,chartevents
2688,3768,lymphs,chartevents
2689,3770,lymphs,chartevents
2690,3771,monos,chartevents
2691,3773,mix venous co2(calc),chartevents
2692,3774,mix venous pco2,chartevents
2693,3775,mix venous po2,chartevents
2694,3776,mix venous sat,chartevents
2695,3777,mix venous ph,chartevents
2696,3779,monos,chartevents
2697,3780,neuts,chartevents
2698,3784,pco2,chartevents
2699,3785,po2,chartevents
2700,3786,phenobarbitol(15-40),chartevents
2701,3788,phenytoin  (10-20),chartevents
2702,3789,platelet  (150-440),chartevents
2703,3791,polys,chartevents
2704,3792,potassium  (3.5-5.3),chartevents
2705,3793,protime,chartevents
2706,3796,ptt,chartevents
2707,3798,retic count(0.5-1.5),chartevents
2708,3799,red blood c(3.6-6.2),chartevents
2709,3801,sgot,chartevents
2710,3802,sgpt,chartevents
2711,3803,sodium  (135-148),chartevents
2712,3807,t. protein (5-7.5),chartevents
2713,3808,tco2        (21-30),chartevents
2714,3809,tco2 (other),chartevents
2715,3810,total co2,chartevents
2716,3811,triglyceride (0-250),chartevents
2717,3816,urine glucose,chartevents
2718,3817,urine heme,chartevents
2719,3818,urine ketones,chartevents
2720,3819,urine leukocytes,chartevents
2721,3822,urine protein,chartevents
2722,3827,vancomycin post,chartevents
2723,3828,vancomycin pre,chartevents
2724,3829,venous base excess,chartevents
2725,3830,venous co2,chartevents
2726,3831,venous o2,chartevents
2727,3832,venous tco2,chartevents
2728,3834,whitebloodc 4.0-11.0,chartevents
2729,3835,pco2,chartevents
2730,3836,pco2 (other),chartevents
2731,3837,po2,chartevents
2732,3838,po2 (other),chartevents
2733,3839,ph (other),chartevents
2734,1469,lle circumference,chartevents
2735,1470,drsgs change,chartevents
2736,1471,left leg measurement,chartevents
2737,1472,bivaliruden,chartevents
2738,1474,folate,chartevents
2739,1475,haptoglobin,chartevents
2740,1478,pericard drain irr.,chartevents
2741,1479,iv #1 reason dc'd,chartevents
2742,1480,iv #2 reason dc'd,chartevents
2743,1481,iv #3 reason dc'd,chartevents
2744,1482,iv #4 reason dc'd,chartevents
2745,1483,rsbi not completed,chartevents
2746,1484,risk for falls,chartevents
2747,1485,bivalirudin mg/kg/hr,chartevents
2748,1486,high minute volume,chartevents
2749,1487,hi min vent,chartevents
2750,1488,high min. ventil.,chartevents
2751,1489,transtracheal,chartevents
2752,1490,oob to chair,chartevents
2753,1491,apnea time,chartevents
2754,1492,high mv alarm,chartevents
2755,1493,lavage,chartevents
2756,1494,r nare-saline irrign,chartevents
2757,1495,urine ph,chartevents
2758,1496,high min. vent.,chartevents
2759,1497,high vent alarm,chartevents
2760,1498,high minute vo;ume,chartevents
2761,1499,high min. vol,chartevents
2762,1500,hi mv alarm,chartevents
2763,1501,foley clamped,chartevents
2764,1502,bladder irrig. 60cc,chartevents
2765,1503,bed bath,chartevents
2766,1504,high min. volume,chartevents
2767,1505,palmer pulses r/l,chartevents
2768,1506,high min. vol.,chartevents
2769,1507,high minute vol,chartevents
2770,1508,hi/minute/vol/alarm,chartevents
2771,1509,bld pres,chartevents
2772,1510,high ve,chartevents
2773,1512,bbaaath,chartevents
2774,1513,hi min vol,chartevents
2775,1514,hi tidal vol,chartevents
2776,1515,decub drsg change,chartevents
2777,1516,family meeting [month],chartevents
2778,1517,readmit <48 hrs,chartevents
2779,1520,act,chartevents
2780,1521,albumin,chartevents
2781,1522,calcium,chartevents
2782,1523,chloride,chartevents
2783,1524,cholesterol,chartevents
2784,1525,creatinine,chartevents
2785,1526,d-dimer,chartevents
2786,1527,direct bili,chartevents
2787,1528,fibrinogen,chartevents
2788,1529,glucose,chartevents
2789,1530,inr,chartevents
2790,1531,lactic acid,chartevents
2791,1532,magnesium,chartevents
2792,1533,ptt,chartevents
2793,1534,phosphorous,chartevents
2794,1535,potassium,chartevents
2795,1536,sodium,chartevents
2796,1537,thrombin,chartevents
2797,1538,total bili,chartevents
2798,1539,total protein,chartevents
2799,1540,triglyceride,chartevents
2800,1541,uric acid,chartevents
2801,1542,wbc,chartevents
2802,1543,chest tube drsg.,chartevents
2803,1544,high min,chartevents
2804,1545,hand drsg change,chartevents
2805,1546,high ve,chartevents
2806,1547,fundus,chartevents
2807,1548,lt hand splint &ace,chartevents
2808,1549,liperudin,chartevents
2809,1550,lipirudin,chartevents
2810,1551,high mv,chartevents
2811,1552,d5w 10gm ca+ glucon,chartevents
2812,1553,flank drsg change,chartevents
2813,1554,nephr. tubes irrig.,chartevents
2814,1555,apnea interval,chartevents
2815,1556,high min. vol,chartevents
2816,1557,automatic tube comp.,chartevents
2817,1558,aprv p high,chartevents
2818,1559,aprv p low,chartevents
2819,1560,aprv t high,chartevents
2820,1561,aprv t low,chartevents
2821,1562,high minute ventil.,chartevents
2822,1563,ob pad change,chartevents
2823,1564,pink pad change,chartevents
2824,1565,high mv limit,chartevents
2825,1566,high min vol,chartevents
2826,1567,apnea,chartevents
2827,1568,high me,chartevents
2828,1569,high min vol.,chartevents
2829,1570,hi tidal vol,chartevents
2830,1571,abg,chartevents
2831,1572,low me,chartevents
2832,1573,right carotid site,chartevents
2833,1575,high minute vol.,chartevents
2834,1576,automatic tube com,chartevents
2835,1577,high minute vent,chartevents
2836,1578,hi/minute/vol,chartevents
2837,1579,corneal reflexes,chartevents
2838,1580,hi/minute/volume,chartevents
2839,1581,aprv,chartevents
2840,1582,p high,chartevents
2841,1583,p lo,chartevents
2842,1584,t hi,chartevents
2843,1585,t lo,chartevents
2844,1586,xigris mcg/kg/hr,chartevents
2845,1587,xigris mg/hr,chartevents
2846,1588,min vol,chartevents
2847,1589,ra,chartevents
2848,1590,disconnect alarm,chartevents
2849,1591,waffle boots,chartevents
2850,1592,left arm girth (cm),chartevents
2851,1593,hi min vol.,chartevents
2852,1594,hi/minute/vol,chartevents
2853,1595,seizure pads,chartevents
2854,1596,high mv,chartevents
2855,1597,flolan chart cc/hr,chartevents
2856,1598,flovan chart as cchr,chartevents
2857,1599,high minute vent.,chartevents
2858,1600,high minute volume,chartevents
2859,1601,c.c.o,chartevents
2860,1602,hepa filter,chartevents
2861,1603,multi podis boots,chartevents
2862,1604,hi/minute/vol/,chartevents
2863,1605,methylpred 450mg/hr,chartevents
2864,1606,spinal precautions,chartevents
2865,1607,disconnect alarm,chartevents
2866,1608,air mattress,chartevents
2867,1609,isuprel 1mcg/min,chartevents
2868,1610,thera vest 15 min.,chartevents
2869,1611,i time,chartevents
2870,1612,pres. high,chartevents
2871,1613,pres. low,chartevents
2872,1614,time high,chartevents
2873,1615,time low,chartevents
2874,1616,high mv.,chartevents
2875,1617,peripad change,chartevents
2876,1618,high tidal vol,chartevents
2877,1619,lepirudin,chartevents
2878,1620,l foot csm check,chartevents
2879,1621,high/min/vent,chartevents
2880,1622,alarms,chartevents
2881,1623,parameters checked,chartevents
2882,1624,presep catheter svo2,chartevents
2883,1626,cpt/vest,chartevents
2884,1627,muco lavg,chartevents
2885,1628,percussive vest,chartevents
2886,1630,podis boots,chartevents
2887,1631,high/min/vent,chartevents
2888,1632,pmv,chartevents
2889,1633,high/min/vent,chartevents
2890,1634,lactated ringers,chartevents
2891,1635,high resp rate,chartevents
2892,1636,lavage,chartevents
2893,1637,pneumo boots,chartevents
2894,1638,cortisol,chartevents
2895,1639,high mv,chartevents
2896,1640,peg care,chartevents
2897,1641,high min. volume,chartevents
2898,1642,brachial site,chartevents
2899,1643,brachial site appear,chartevents
2900,1644,brachial site dressi,chartevents
2901,1645,lle drsg change,chartevents
2902,1646,rle drsg change,chartevents
2903,1647,coccyx dsg change,chartevents
2904,1648,high me,chartevents
2905,1649,hi mv alarm set,chartevents
2906,1650,high mv,chartevents
2907,1651,high tidal volume,chartevents
2908,1652,mp boots,chartevents
2909,1653,bed alarm,chartevents
2910,1654,high ve,chartevents
2911,1655,insp. time,chartevents
2912,1656,press low,chartevents
2913,1657,pressw high,chartevents
2914,1658,driving pressure,chartevents
2915,1659,high min vent,chartevents
2916,1660,high tidal volume,chartevents
2917,1661,bed alarms on,chartevents
2918,1662,high min vol,chartevents
2919,1663,calcium gluconate,chartevents
2920,1664,low exhaled min vol,chartevents
2921,1665,high min vol,chartevents
2922,1666,phigh,chartevents
2923,1667,plow,chartevents
2924,1668,thigh,chartevents
2925,1669,tlow,chartevents
2926,1670,drivep,chartevents
2927,1671,act,chartevents
2928,1672,mean airway press,chartevents
2929,1673,ph,chartevents
2930,1674,pl,chartevents
2931,1675,th,chartevents
2932,1676,tl,chartevents
2933,1677,altepase mg/hr,chartevents
2934,1678,time disconnect,chartevents
2935,1679,high min. vent.,chartevents
2936,1680,flush catheter,chartevents
2937,1681,high mv.,chartevents
2938,1682,multi podus boots,chartevents
