ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
749,1211,iridotomy w transfixion,iridotomy with transfixion
750,1212,iridotomy nec,other iridotomy
751,1213,prolapsed iris excision,excision of prolapsed iris
752,1214,iridectomy nec,other iridectomy
753,1221,dx aspirat-ant chamber,diagnostic aspiration of anterior chamber of eye
754,1222,iris biopsy,biopsy of iris
755,1229,ant segment dx proc nec,"other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber"
756,1231,goniosynechiae lysis,lysis of goniosynechiae
757,1232,ant synechia lysis nec,lysis of other anterior synechiae
758,1233,post synechiae lysis,lysis of posterior synechiae
759,1234,corneovitreal adhesiolys,lysis of corneovitreal adhesions
760,1235,coreoplasty,coreoplasty
761,1239,iridoplasty nec,other iridoplasty
762,1240,remov ant segmnt les nos,"removal of lesion of anterior segment of eye, not otherwise specified"
763,1241,nonexc destruc iris les,"destruction of lesion of iris, nonexcisional"
764,1242,excision of iris lesion,excision of lesion of iris
765,1243,nonexc destr cil bod les,"destruction of lesion of ciliary body, nonexcisional"
766,1244,excise ciliary body les,excision of lesion of ciliary body
767,1251,goniopuncture,goniopuncture without goniotomy
768,1252,goniotomy,goniotomy without goniopuncture
769,1253,goniotomy w goniopunctur,goniotomy with goniopuncture
770,1254,trabeculotomy ab externo,trabeculotomy ab externo
771,1255,cyclodialysis,cyclodialysis
772,1259,facilit intraoc circ nec,other facilitation of intraocular circulation
773,1261,trephin sclera w iridect,trephination of sclera with iridectomy
774,1262,thermcaut scler w iridec,thermocauterization of sclera with iridectomy
775,1263,iridencleisis/iridotasis,iridencleisis and iridotasis
776,1264,trabeculectom ab externo,trabeculectomy ab externo
777,1265,scler fistuliz w iridect,other scleral fistulization with iridectomy
778,1266,postop revis scl fistul,postoperative revision of scleral fistulization procedure
779,1267,insert aqueous drain dev,insertion of aqueous drainage device
780,1269,scler fistulizing op nec,other scleral fistulizing procedure
781,1271,cyclodiathermy,cyclodiathermy
782,1272,cyclocryotherapy,cyclocryotherapy
783,1273,cyclophotocoagulation,cyclophotocoagulation
784,1274,cil body diminution nos,"diminution of ciliary body, not otherwise specified"
785,1279,glaucoma procedure nec,other glaucoma procedures
786,1281,suture scleral lacer,suture of laceration of sclera
787,1282,scleral fistula repair,repair of scleral fistula
788,2172,open reduction nasal fx,open reduction of nasal fracture
789,2181,nasal laceration suture,suture of laceration of nose
790,2182,nasal fistula closure,closure of nasal fistula
791,2183,tot nasal reconstruction,total nasal reconstruction
792,2184,revision rhinoplasty,revision rhinoplasty
793,2185,augmentation rhinoplasty,augmentation rhinoplasty
794,2186,limited rhinoplasty,limited rhinoplasty
795,2187,rhinoplasty nec,other rhinoplasty
796,2188,septoplasty nec,other septoplasty
797,2189,nasal repair nec,other repair and plastic operations on nose
798,2191,lysis of nasal adhesions,lysis of adhesions of nose
799,2199,nasal operation nec,other operations on nose
800,2200,sinus aspirat/lavage nos,"aspiration and lavage of nasal sinus, not otherwise specified"
801,2201,sinus punct for lavage,puncture of nasal sinus for aspiration or lavage
802,2202,sinus lavage thru ostium,aspiration or lavage of nasal sinus through natural ostium
803,2211,closed nasal sinus bx,closed [endoscopic] [needle] biopsy of nasal sinus
804,2212,open biopsy nasal sinus,open biopsy of nasal sinus
805,2219,nasal sinus dx proc nec,other diagnostic procedures on nasal sinuses
806,2231,radical maxillary antrot,radical maxillary antrotomy
807,2239,ext maxillary antrot nec,other external maxillary antrotomy
808,2241,frontal sinusotomy,frontal sinusotomy
809,2242,frontal sinusectomy,frontal sinusectomy
810,2250,sinusotomy nos,"sinusotomy, not otherwise specified"
811,2251,ethmoidotomy,ethmoidotomy
812,2252,sphenoidotomy,sphenoidotomy
813,2253,multiple sinus incision,incision of multiple nasal sinuses
814,2260,sinusectomy nos,"sinusectomy, not otherwise specified"
815,2261,c-luc exc max sinus les,excision of lesion of maxillary sinus with caldwell-luc approach
816,2262,exc max sinus lesion nec,excision of lesion of maxillary sinus with other approach
817,2263,ethmoidectomy,ethmoidectomy
818,2264,sphenoidectomy,sphenoidectomy
819,2271,nasal sinus fistula clos,closure of nasal sinus fistula
820,2279,nasal sinus repair nec,other repair of nasal sinus
821,229,other nasal sinus ops,other operations on nasal sinuses
822,2301,deciduous tooth extract,extraction of deciduous tooth
823,2309,tooth extraction nec,extraction of other tooth
824,2311,residual root removal,removal of residual root
825,2319,surg tooth extract nec,other surgical extraction of tooth
826,2341,crown application,application of crown
827,2342,fixed bridge insertion,insertion of fixed bridge
828,2343,insert removable bridge,insertion of removable bridge
829,2349,dental restoration nec,other dental restoration
830,2991,pharyngeal dilation,dilation of pharynx
831,2992,divis glossopharyng nerv,division of glossopharyngeal nerve
832,2999,pharyngeal operation nec,other operations on pharynx
833,3001,larynx cyst marsupializ,marsupialization of laryngeal cyst
834,3009,destruct larynx les nec,other excision or destruction of lesion or tissue of larynx
835,3021,epiglottidectomy,epiglottidectomy
836,3022,vocal cordectomy,vocal cordectomy
837,3029,other part laryngectomy,other partial laryngectomy
838,303,complete laryngectomy,complete laryngectomy
839,304,radical laryngectomy,radical laryngectomy
840,271,incision of palate,incision of palate
841,2721,bony palate biopsy,biopsy of bony palate
842,2722,uvula and soft palate bx,biopsy of uvula and soft palate
843,2723,lip biopsy,biopsy of lip
844,2724,mouth biopsy nos,"biopsy of mouth, unspecified structure"
845,2729,oral cavity dx proc nec,other diagnostic procedures on oral cavity
846,2731,loc exc bony palate les,local excision or destruction of lesion or tissue of bony palate
847,2732,wide exc bony palate les,wide excision or destruction of lesion or tissue of bony palate
848,2741,labial frenumectomy,labial frenectomy
849,2742,wide excision of lip les,wide excision of lesion of lip
850,2743,excision of lip les nec,other excision of lesion or tissue of lip
851,2749,excision of mouth nec,other excision of mouth
852,2751,suture of lip laceration,suture of laceration of lip
853,2752,suture of mouth lac nec,suture of laceration of other part of mouth
854,2753,closure of mouth fistula,closure of fistula of mouth
855,2754,repair of cleft lip,repair of cleft lip
856,2755,full-thick grft to mouth,full-thickness skin graft to lip and mouth
857,2756,skin graft to mouth nec,other skin graft to lip and mouth
858,2757,pedicle attach to mouth,attachment of pedicle or flap graft to lip and mouth
859,2759,mouth repair nec,other plastic repair of mouth
860,2761,suture of palate lacerat,suture of laceration of palate
861,2762,cleft palate correction,correction of cleft palate
862,2763,revis cleft palat repair,revision of cleft palate repair
863,2764,insert palatal implant,insertion of palatal implant
864,2769,oth plastic repair palat,other plastic repair of palate
865,2771,incision of uvula,incision of uvula
866,2772,excision of uvula,excision of uvula
867,2773,repair of uvula,repair of uvula
868,2779,other uvula operations,other operations on uvula
869,2791,labial frenotomy,labial frenotomy
870,2792,mouth incision nos,"incision of mouth, unspecified structure"
871,2799,oral cavity ops nec,other operations on oral cavity
872,280,peritonsillar i & d,incision and drainage of tonsil and peritonsillar structures
873,2811,tonsil&adenoid biopsy,biopsy of tonsils and adenoids
874,2819,tonsil&adenoid dx op nec,other diagnostic procedures on tonsils and adenoids
875,282,tonsillectomy,tonsillectomy without adenoidectomy
876,283,tonsillectomy/adenoidec,tonsillectomy with adenoidectomy
877,284,excision of tonsil tag,excision of tonsil tag
878,285,excision lingual tonsil,excision of lingual tonsil
879,286,adenoidectomy,adenoidectomy without tonsillectomy
880,287,hemorr contrl post t & a,control of hemorrhage after tonsillectomy and adenoidectomy
881,2891,incis to remov tonsil fb,removal of foreign body from tonsil and adenoid by incision
882,2892,excis tonsil/adenoid les,excision of lesion of tonsil and adenoid
883,2899,tonsil/adenoid ops nec,other operations on tonsils and adenoids
884,290,pharyngotomy,pharyngotomy
885,2911,pharyngoscopy,pharyngoscopy
886,2912,pharyngeal biopsy,pharyngeal biopsy
887,2919,pharyngeal dx proc nec,other diagnostic procedures on pharynx
888,2931,cricopharyngeal myotomy,cricopharyngeal myotomy
889,5280,pancreat transplant nos,"pancreatic transplant, not otherwise specified"
890,1283,revis ant seg op wnd nec,"revision of operative wound of anterior segment, not elsewhere classified"
891,1284,destruct scleral lesion,excision or destruction of lesion of sclera
892,1285,repair staphylom w graft,repair of scleral staphyloma with graft
893,1286,rep scler staphyloma nec,other repair of scleral staphyloma
894,1287,graft reinforce sclera,scleral reinforcement with graft
895,1288,sclera reinforcement nec,other scleral reinforcement
896,1289,scleral operation nec,other operations on sclera
897,1291,therapeut evac ant chamb,therapeutic evacuation of anterior chamber
898,1292,anterior chamber inject,injection into anterior chamber
899,1293,remov epithel downgrowth,removal or destruction of epithelial downgrowth from anterior chamber
900,1297,iris operation nec,other operations on iris
901,1298,ciliary body op nec,other operations on ciliary body
902,1299,anterior chamber op nec,other operations on anterior chamber
903,1300,remove fb lens nos,"removal of foreign body from lens, not otherwise specified"
904,1301,magnet remove fb lens,removal of foreign body from lens with use of magnet
905,1302,nonmagnet remove fb lens,removal of foreign body from lens without use of magnet
906,1311,temp-inf intrcap lens ex,intracapsular extraction of lens by temporal inferior route
907,1319,intracapsul lens ext nec,other intracapsular extraction of lens
908,133,simpl aspir lens extract,extracapsular extraction of lens by simple aspiration (and irrigation) technique
909,1341,catarac phacoemuls/aspir,phacoemulsification and aspiration of cataract
910,1342,post catarac frag/aspir,mechanical phacofragmentation and aspiration of cataract by posterior route
911,1343,cataract frag/aspir nec,mechanical phacofragmentation and other aspiration of cataract
912,1351,temp-inf xtracap lens ex,extracapsular extraction of lens by temporal inferior route
913,1359,extracap lens extrac nec,other extracapsular extraction of lens
914,1364,after-catar discission,discission of secondary membrane [after cataract]
915,1365,after-cataract excision,excision of secondary membrane [after cataract]
916,1366,after catar fragmntation,mechanical fragmentation of secondary membrane [after cataract]
917,1369,cataract extraction nec,other cataract extraction
918,1370,insert pseudophakos nos,"insertion of pseudophakos, not otherwise specified"
919,1371,insert lens at catar ext,"insertion of intraocular lens prosthesis at time of cataract extraction, one-stage"
920,1372,secondary insert lens,secondary insertion of intraocular lens prosthesis
921,138,implanted lens removal,removal of implanted lens
922,1390,operation on lens nec,"operation on lens, not elsewhere classified"
923,1391,impl intraoc telesc pros,implantation of intraocular telescope prosthesis
924,1400,remov post segmnt fb nos,"removal of foreign body from posterior segment of eye, not otherwise specified"
925,1401,magnet remov post seg fb,removal of foreign body from posterior segment of eye with use of magnet
926,1402,nonmag remov post seg fb,removal of foreign body from posterior segment of eye without use of magnet
927,1411,diagnost vitreous aspir,diagnostic aspiration of vitreous
928,1419,dx proc post seg nec,"other diagnostic procedures on retina, choroid, vitreous, and posterior chamber"
929,2023,middle ear incision,incision of middle ear
930,2031,electrocochleography,electrocochleography
931,2032,mid & inner ear biopsy,biopsy of middle and inner ear
932,2039,mid/in ear dx proc nec,other diagnostic procedures on middle and inner ear
933,2041,simple mastoidectomy,simple mastoidectomy
934,2042,radical mastoidectomy,radical mastoidectomy
935,2049,mastoidectomy nec,other mastoidectomy
936,2051,excise middle ear lesion,excision of lesion of middle ear
937,2059,middle ear excision nec,other excision of middle ear
938,2061,inner ear fenestration,fenestration of inner ear (initial)
939,2062,revis inner ear fenestra,revision of fenestration of inner ear
940,2071,endolymphatic shunt,endolymphatic shunt
941,1741,open robotic assist proc,open robotic assisted procedure
942,1742,lap robotic assist proc,laparoscopic robotic assisted procedure
943,1743,perc robotic assist proc,percutaneous robotic assisted procedure
944,1744,endo robotic assist proc,endoscopic robotic assisted procedure
945,1745,thoraco robotic ast proc,thoracoscopic robotic assisted procedure
946,1749,robotic ast proc nec/nos,other and unspecified robotic assisted procedure
947,1751,"implant ccm,total system","implantation of rechargeable cardiac contractility modulation [ccm], total system"
948,1752,implant ccm pulse genrtr,implantation or replacement of cardiac contractility modulation [ccm] rechargeable pulse generator only
949,1753,perc ather extracran vsl,percutaneous atherectomy of extracranial vessel(s)
950,1754,perc ather intracran vsl,percutaneous atherectomy of intracranial vessel(s)
951,1755,translum cor atherectomy,transluminal coronary atherectomy
952,1756,ather oth non-cor vessel,atherectomy of other non-coronary vessel(s)
953,1761,"litt lesn brain,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of brain under guidance
954,1762,"litt les hd/nck,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of head and neck under guidance
955,1763,"litt lesn liver,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of liver under guidance
956,1769,"litt lesn, guide oth/nos",laser interstitial thermal therapy [litt] of lesion or tissue of other and unspecified site under guidance
957,1770,iv infusion clofarabine,intravenous infusion of clofarabine
958,1771,non-coronary ifva,non-coronary intra-operative fluorescence vascular angiography [ifva]
959,1781,insert antimicrobial env,insertion of antimicrobial envelope
960,1801,piercing of ear lobe,piercing of ear lobe
961,1802,ext auditory canal incis,incision of external auditory canal
962,1809,external ear incis nec,other incision of external ear
963,1811,otoscopy,otoscopy
964,1812,external ear biopsy,biopsy of external ear
965,1819,ext ear diagnos proc nec,other diagnostic procedures on external ear
966,1821,preauricular sinus excis,excision of preauricular sinus
967,1829,destruct ext ear les nec,excision or destruction of other lesion of external ear
968,1831,rad excis ext ear les,radical excision of lesion of external ear
969,1839,excis external ear nec,other excision of external ear
970,184,suture ext ear lac,suture of laceration of external ear
971,185,correction prominent ear,surgical correction of prominent ear
972,186,ext audit canal reconstr,reconstruction of external auditory canal
973,1871,construction ear auricle,construction of auricle of ear
974,1872,reattach amputated ear,reattachment of amputated ear
975,1879,plastic rep ext ear nec,other plastic repair of external ear
976,189,other ext ear operations,other operations on external ear
977,190,stapes mobilization,stapes mobilization
978,1911,stapedect w replac incus,stapedectomy with incus replacement
979,1919,stapedectomy nec,other stapedectomy
980,1921,rev stapdec w incus repl,revision of stapedectomy with incus replacement
981,1929,stapedectomy revis nec,other revision of stapedectomy
982,193,ossicular chain op nec,other operations on ossicular chain
983,194,myringoplasty,myringoplasty
984,1952,type 2 tympanoplasty,type ii tympanoplasty
985,1953,type 3 tympanoplasty,type iii tympanoplasty
986,1954,type 4 tympanoplasty,type iv tympanoplasty
987,1955,type 5 tympanoplasty,type v tympanoplasty
988,196,tympanoplasty revision,revision of tympanoplasty
989,199,middle ear repair nec,other repair of middle ear
990,2001,myringotomy w intubation,myringotomy with insertion of tube
991,2009,myringotomy nec,other myringotomy
992,2021,mastoid incision,incision of mastoid
993,2022,petrus pyram air cel inc,incision of petrous pyramid air cells
994,236,prosthet dental implant,prosthetic dental implant
995,2370,root canal nos,"root canal, not otherwise specified"
996,2371,root canal w irrigation,root canal therapy with irrigation
997,2372,root canal w apicoectomy,root canal therapy with apicoectomy
998,2373,apicoectomy,apicoectomy
999,240,gum or alveolar incision,incision of gum or alveolar bone
1000,2411,gum biopsy,biopsy of gum
1001,2412,alveolus biopsy,biopsy of alveolus
1002,2419,tooth & gum dx proc nec,"other diagnostic procedures on teeth, gums, and alveoli"
1003,2431,gum lesion excision,excision of lesion or tissue of gum
1004,2432,suture of gum laceration,suture of laceration of gum
1005,2439,gum operation nec,other operations on gum
1006,244,exc of dental les of jaw,excision of dental lesion of jaw
1007,245,alveoloplasty,alveoloplasty
1008,246,exposure of tooth,exposure of tooth
1009,247,orthodon applianc applic,application of orthodontic appliance
1010,248,other orthodontic operat,other orthodontic operation
1011,2491,exten buccolabial/sulcus,extension or deepening of buccolabial or lingual sulcus
1012,2499,dental operation nec,other dental operations
1013,2501,closed biopsy of tongue,closed [needle] biopsy of tongue
1014,2502,open biopsy of tongue,open biopsy of tongue
1015,2559,repair of tongue nec,other repair and plastic operations on tongue
1016,2591,lingual frenotomy,lingual frenotomy
1017,2592,lingual frenectomy,lingual frenectomy
1018,2593,lysis of tongue adhesion,lysis of adhesions of tongue
1019,2594,other glossotomy,other glossotomy
1020,2599,tongue operation nec,other operations on tongue
1021,260,incis salivary glnd/duct,incision of salivary gland or duct
1022,2611,clos bx saliv gland/duct,closed [needle] biopsy of salivary gland or duct
1023,2612,open bx saliv gland/duct,open biopsy of salivary gland or duct
1024,2619,saliv glnd dx proc nec,other diagnostic procedures on salivary glands and ducts
1025,2621,salivary cyst marsupial,marsupialization of salivary gland cyst
1026,2629,saliv lesion excis nec,other excision of salivary gland lesion
1027,2630,sialoadenectomy nos,"sialoadenectomy, not otherwise specified"
1028,2631,partial sialoadenectomy,partial sialoadenectomy
1029,2632,complete sialoadenectomy,complete sialoadenectomy
1030,2641,suture of saliv glnd lac,suture of laceration of salivary gland
1031,2642,salivary fistula closure,closure of salivary fistula
1032,2649,salivary repair nec,other repair and plastic operations on salivary gland or duct
1033,2691,salivary duct probing,probing of salivary duct
1034,2699,salivary operation nec,other operations on salivary gland or duct
1035,270,drain face & mouth floor,drainage of face and floor of mouth
1036,2509,tongue dx procedure nec,other diagnostic procedures on tongue
1037,251,destruction tongue les,excision or destruction of lesion or tissue of tongue
1038,252,partial glossectomy,partial glossectomy
1039,253,complete glossectomy,complete glossectomy
1040,254,radical glossectomy,radical glossectomy
1041,2551,suture of tongue lacerat,suture of laceration of tongue
1042,2072,inner ear injection,injection into inner ear
1043,2079,inc/exc/destr in ear nec,"other incision, excision, and destruction of inner ear"
1044,208,eustachian tube ops,operations on eustachian tube
1045,2091,tympanosympathectomy,tympanosympathectomy
1046,2092,mastoidectomy revision,revision of mastoidectomy
1047,2093,repair oval/round window,repair of oval and round windows
1048,2094,tympanic injection,injection of tympanum
1049,2095,elecmag hear dev implant,implantation of electromagnetic hearing device
1050,2096,implt cochlear prost nos,"implantation or replacement of cochlear prosthetic device, not otherwise specified"
1051,2097,imp/rep schan coch pros,"implantation or replacement of cochlear prosthetic device, single channel"
1052,2098,imp/rep mchan cochl pros,"implantation or replacement of cochlear prosthetic device, multiple channel"
1053,2099,mid-inner ear ops nec,other operations on middle and inner ear
1054,2100,control of epistaxis nos,"control of epistaxis, not otherwise specified"
1055,2101,ant nasal pack for epist,control of epistaxis by anterior nasal packing
1056,2102,post nasal pac for epist,control of epistaxis by posterior (and anterior) packing
1057,2103,cautery to stop epistax,control of epistaxis by cauterization (and packing)
1058,2104,ethmoid art ligat-epist,control of epistaxis by ligation of ethmoidal arteries
1059,2105,max art lig for epistax,control of epistaxis by (transantral) ligation of the maxillary artery
1060,2106,ext carot art lig-epist,control of epistaxis by ligation of the external carotid artery
1061,2107,nasal sept grft-epistax,control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
1062,2109,epistaxis control nec,control of epistaxis by other means
1063,2121,rhinoscopy,rhinoscopy
1064,2122,nasal biopsy,biopsy of nose
1065,2129,nasal dx proc nec,other diagnostic procedures on nose
1066,2130,nasal lesion excis nos,"excision or destruction of lesion of nose, not otherwise specified"
1067,2131,intranas les destruction,local excision or destruction of intranasal lesion
1068,2132,nasal les destruct nec,local excision or destruction of other lesion of nose
1069,215,submuc nasal sept resect,submucous resection of nasal septum
1070,2161,diather/cryo turbinectom,turbinectomy by diathermy or cryosurgery
1071,2162,turbinate fracture,fracture of the turbinates
1072,2169,turbinectomy nec,other turbinectomy
1073,2171,clos reduction nasal fx,closed reduction of nasal fracture
1074,2933,pharyngectomy,pharyngectomy (partial)
1075,2939,excis/destr les phar nec,other excision or destruction of lesion or tissue of pharynx
1076,2951,suture of pharyngeal lac,suture of laceration of pharynx
1077,2952,clos branch cleft fistul,closure of branchial cleft fistula
1078,2953,clos pharynx fistula nec,closure of other fistula of pharynx
1079,2954,lysis pharyngeal adhes,lysis of pharyngeal adhesions
1080,2959,pharyngeal repair nec,other repair of pharynx
1081,3322,fiber-optic bronchoscopy,fiber-optic bronchoscopy
1082,3323,other bronchoscopy,other bronchoscopy
1083,3324,closed bronchial biopsy,closed [endoscopic] biopsy of bronchus
1084,3325,open bronchial biopsy,open biopsy of bronchus
1085,3326,closed lung biopsy,closed [percutaneous] [needle] biopsy of lung
1086,3327,clos endoscopic lung bx,closed endoscopic biopsy of lung
1087,3328,open lung biopsy,open biopsy of lung
1088,3329,bronch/lung dx proc nec,other diagnostic procedures on lung or bronchus
1089,3331,destr phren-lung collaps,destruction of phrenic nerve for collapse of lung
1090,3332,pnemothorax-lung collaps,artificial pneumothorax for collapse of lung
1091,3333,pneumoperit-lung collaps,pneumoperitoneum for collapse of lung
1092,3334,thoracoplasty,thoracoplasty
1093,3339,surg collaps of lung nec,other surgical collapse of lung
1094,3341,bronchial lacerat suture,suture of laceration of bronchus
1095,3342,bronchial fistula clos,closure of bronchial fistula
1096,3343,lung laceration closure,closure of laceration of lung
1097,3348,bronchial repair nec,other repair and plastic operations on bronchus
1098,3349,lung repair nec,other repair and plastic operations on lung
1099,3350,lung transplant nos,"lung transplantation, not otherwise specified"
1100,3351,unilat lung transplant,unilateral lung transplantation
1101,3352,bilat lung transplant,bilateral lung transplantation
1102,336,comb heart/lung transpla,combined heart-lung transplantation
1103,3371,"endo ins/re bron val,one","endoscopic insertion or replacement of bronchial valve(s), single lobe"
1104,3372,endo pulm arwy flow msmt,endoscopic pulmonary airway flow measurement
1105,3373,"endo ins/re brnc val,mul","endoscopic insertion or replacement of bronchial valve(s), multiple lobes"
1106,3378,endo rem bronch devc/sub,endoscopic removal of bronchial device(s) or substances
1107,3379,endo insrt bronc def/sub,endoscopic insertion of other bronchial device or substances
1108,3391,bronchial dilation,bronchial dilation
1109,3392,bronchial ligation,ligation of bronchus
1110,3393,puncture of lung,puncture of lung
1111,3398,bronchial operation nec,other operations on bronchus
1112,3399,lung operation nec,other operations on lung
1113,3401,incision of chest wall,incision of chest wall
1114,3402,exploratory thoracotomy,exploratory thoracotomy
1115,3403,reopen thoracotomy site,reopening of recent thoracotomy site
1116,3404,insert intercostal cath,insertion of intercostal catheter for drainage
1117,3405,pleuroperitoneal shunt,creation of pleuroperitoneal shunt
1118,3406,thorac drain pleurl cav,thoracoscopic drainage of pleural cavity
1119,3409,other pleural incision,other incision of pleura
1120,341,incision of mediastinum,incision of mediastinum
1121,3420,thoracoscopic pleural bx,thoracoscopic pleural biopsy
1122,3421,transpleura thoracoscopy,transpleural thoracoscopy
1123,3422,mediastinoscopy,mediastinoscopy
1124,3423,chest wall biopsy,biopsy of chest wall
1125,3424,pleural biopsy nec,other pleural biopsy
1126,3425,clos mediastinal biopsy,closed [percutaneous] [needle] biopsy of mediastinum
1127,3426,open mediastinal biopsy,open mediastinal biopsy
1128,3427,biopsy of diaphragm,biopsy of diaphragm
1129,3428,dx procedure thorax nec,"other diagnostic procedures on chest wall, pleura, and diaphragm"
1130,3429,dx proc mediastinum nec,other diagnostic procedures on mediastinum
1131,343,destruct mediastin les,excision or destruction of lesion or tissue of mediastinum
1132,344,destruct chest wall les,excision or destruction of lesion of chest wall
1133,3471,suture chest wall lacer,suture of laceration of chest wall
1134,3472,thoracostomy closure,closure of thoracostomy
1135,3473,clos thoracic fistul nec,closure of other fistula of thorax
1136,3474,pectus deformity repair,repair of pectus deformity
1137,3479,other chest wall repair,other repair of chest wall
1138,3481,excise diaphragm lesion,excision of lesion or tissue of diaphragm
1139,3482,suture diaphragm lacerat,suture of laceration of diaphragm
1140,3483,close diaphragm fistula,closure of fistula of diaphragm
1141,3484,other diaphragm repair,other repair of diaphragm
1142,3485,implant diaphra pacemake,implantation of diaphragmatic pacemaker
1143,3489,diaphragm operation nec,other operations on diaphragm
1144,3491,thoracentesis,thoracentesis
1145,3492,inject into thorax cavit,injection into thoracic cavity
1146,3493,repair of pleura,repair of pleura
1147,3499,thoracic operation nec,other operations on thorax
1148,3500,closed valvotomy nos,"closed heart valvotomy, unspecified valve"
1149,3501,closed aortic valvotomy,"closed heart valvotomy, aortic valve"
1150,3502,closed mitral valvotomy,"closed heart valvotomy, mitral valve"
1151,3503,closed pulmon valvotomy,"closed heart valvotomy, pulmonary valve"
1152,3504,closed tricusp valvotomy,"closed heart valvotomy, tricuspid valve"
1153,3505,endovas repl aortc valve,endovascular replacement of aortic valve
1154,3506,trnsapcl rep aortc valve,transapical replacement of aortic valve
1155,3507,endovas repl pulm valve,endovascular replacement of pulmonary valve
1156,3508,trnsapcl repl pulm valve,transapical replacement of pulmonary valve
1157,3509,endovas repl uns hrt vlv,endovascular replacement of unspecified heart valve
1158,3510,open valvuloplasty nos,"open heart valvuloplasty without replacement, unspecified valve"
1159,3511,opn aortic valvuloplasty,open heart valvuloplasty of aortic valve without replacement
1160,3512,opn mitral valvuloplasty,open heart valvuloplasty of mitral valve without replacement
1161,3513,opn pulmon valvuloplasty,open heart valvuloplasty of pulmonary valve without replacement
1162,3514,opn tricus valvuloplasty,open heart valvuloplasty of tricuspid valve without replacement
1163,3520,opn/oth rep hrt vlv nos,open and other replacement of unspecified heart valve
1164,3521,opn/oth rep aort vlv-tis,open and other replacement of aortic valve with tissue graft
1165,3522,opn/oth rep aortic valve,open and other replacement of aortic valve
1166,3523,opn/oth rep mtrl vlv-tis,open and other replacement of mitral valve with tissue graft
1167,3451,decortication of lung,decortication of lung
1168,3452,thoracoscopc decort lung,thoracoscopic decortication of lung
1169,3459,other pleural excision,other excision of pleura
1170,346,scarification of pleura,scarification of pleura
1171,5012,open liver biopsy,open biopsy of liver
1172,5013,transjugular liver bx,transjugular liver biopsy
1173,5014,laparoscopic liver bx,laparoscopic liver biopsy
1174,5019,hepatic dx proc nec,other diagnostic procedures on liver
1175,5021,marsupializat liver les,marsupialization of lesion of liver
1176,5022,partial hepatectomy,partial hepatectomy
1177,5023,opn abltn liver les/tiss,open ablation of liver lesion or tissue
1178,5024,perc abltn liver les/tis,percutaneous ablation of liver lesion or tissue
1179,5025,lap abltn liver les/tiss,laparoscopic ablation of liver lesion or tissue
1180,5026,abltn liver les/tiss nec,other and unspecified ablation of liver lesion or tissue
1181,5029,destruc hepatic les nec,other destruction of lesion of liver
1182,503,hepatic lobectomy,lobectomy of liver
1183,504,total hepatectomy,total hepatectomy
1184,5051,auxiliary liver transpl,auxiliary liver transplant
1185,5059,liver transplant nec,other transplant of liver
1186,5061,closure liver lacerat,closure of laceration of liver
1187,5069,liver repair nec,other repair of liver
1188,5091,percutan liver aspirat,percutaneous aspiration of liver
1189,5092,extracorpor hepat assis,extracorporeal hepatic assistance
1190,5093,local perfusion liver,localized perfusion of liver
1191,5094,hepatic injection nec,other injection of therapeutic substance into liver
1192,5099,liver operation nec,other operations on liver
1193,5101,percutan aspiration gb,percutaneous aspiration of gallbladder
1194,5102,trocar cholecystostomy,trocar cholecystostomy
1195,5103,cholecystostomy nec,other cholecystostomy
1196,5104,cholecystotomy nec,other cholecystotomy
1197,5110,endosc retro cholangiopa,endoscopic retrograde cholangiopancreatography [ercp]
1198,5111,endosc retro cholangio,endoscopic retrograde cholangiography [erc]
1199,5112,percu bx gb/bile duct,percutaneous biopsy of gallbladder or bile ducts
1200,5113,open biliary tract bx,open biopsy of gallbladder or bile ducts
1201,5114,clo endosc bx bile duct,other closed [endoscopic] biopsy of biliary duct or sphincter of oddi
1202,5115,sphinct of oddi measure,pressure measurement of sphincter of oddi
1203,5119,biliary tr dx proc nec,other diagnostic procedures on biliary tract
1204,5121,oth part cholecystectomy,other partial cholecystectomy
1205,5122,cholecystectomy,cholecystectomy
1206,5123,laparoscopic cholecystec,laparoscopic cholecystectomy
1207,5124,lap part cholecystectomy,laparoscopic partial cholecystectomy
1208,5131,gb-to-hepat duct anast,anastomosis of gallbladder to hepatic ducts
1209,5132,gb-to-intestine anastom,anastomosis of gallbladder to intestine
1210,5133,gb-to-pancreas anastom,anastomosis of gallbladder to pancreas
1211,5134,gb-to-stomach anastomos,anastomosis of gallbladder to stomach
1212,5135,gallbladder anastom nec,other gallbladder anastomosis
1213,5136,choledochoenterostomy,choledochoenterostomy
1214,5137,hepatic duct-gi anastom,anastomosis of hepatic duct to gastrointestinal tract
1215,5139,bile duct anastomos nec,other bile duct anastomosis
1216,5141,cde for calculus remov,common duct exploration for removal of calculus
1217,5142,cde for obstruction nec,common duct exploration for relief of other obstruction
1218,5143,choledochohepat intubat,insertion of choledochohepatic tube for decompression
1219,5149,incis obstr bile duc nec,incision of other bile ducts for relief of obstruction
