ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
737,01363,tb encephalitis-micro dx,"tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
738,01364,tb encephalitis-cult dx,"tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
739,01365,tb encephalitis-histo dx,"tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
740,01366,tb encephalitis-oth test,"tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
741,01380,cns tb nec-unspec,"other specified tuberculosis of central nervous system, unspecified"
742,01381,cns tb nec-no exam,"other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
743,01382,cns tb nec-exam unkn,"other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
744,01383,cns tb nec-micro dx,"other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
745,01384,cns tb nec-cult dx,"other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
746,01385,cns tb nec-histo dx,"other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
747,01386,cns tb nec-oth test,"other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
748,01390,cns tb nos-unspec,"unspecified tuberculosis of central nervous system, unspecified"
749,01391,cns tb nos-no exam,"unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
750,01392,cns tb nos-exam unkn,"unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
751,01393,cns tb nos-micro dx,"unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
752,01394,cns tb nos-cult dx,"unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
753,01395,cns tb nos-histo dx,"unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
754,01396,cns tb nos-oth test,"unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
755,01400,tb peritonitis-unspec,"tuberculous peritonitis, unspecified"
756,01401,tb peritonitis-no exam,"tuberculous peritonitis, bacteriological or histological examination not done"
757,01402,tb peritonitis-exam unkn,"tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
758,01403,tb peritonitis-micro dx,"tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
759,01404,tb peritonitis-cult dx,"tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
760,01405,tb peritonitis-histo dx,"tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
761,01406,tb peritonitis-oth test,"tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
762,01480,intestinal tb nec-unspec,"other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
763,01481,intestin tb nec-no exam,"other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
764,01482,intest tb nec-exam unkn,"other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
765,01483,intestin tb nec-micro dx,"other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
766,01484,intestin tb nec-cult dx,"other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
767,01485,intestin tb nec-histo dx,"other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
768,01486,intestin tb nec-oth test,"other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
769,01500,tb of vertebra-unspec,"tuberculosis of vertebral column, unspecified"
770,01501,tb of vertebra-no exam,"tuberculosis of vertebral column, bacteriological or histological examination not done"
771,01502,tb of vertebra-exam unkn,"tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)"
772,01503,tb of vertebra-micro dx,"tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy"
773,01504,tb of vertebra-cult dx,"tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
774,01505,tb of vertebra-histo dx,"tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
775,01506,tb of vertebra-oth test,"tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
776,01510,tb of hip-unspec,"tuberculosis of hip, unspecified"
777,01511,tb of hip-no exam,"tuberculosis of hip, bacteriological or histological examination not done"
778,01512,tb of hip-exam unkn,"tuberculosis of hip, bacteriological or histological examination unknown (at present)"
779,01513,tb of hip-micro dx,"tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy"
780,01514,tb of hip-cult dx,"tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
781,01515,tb of hip-histo dx,"tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
782,01516,tb of hip-oth test,"tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
783,01520,tb of knee-unspec,"tuberculosis of knee, unspecified"
784,01521,tb of knee-no exam,"tuberculosis of knee, bacteriological or histological examination not done"
785,01522,tb of knee-exam unkn,"tuberculosis of knee, bacteriological or histological examination unknown (at present)"
786,01523,tb of knee-micro dx,"tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy"
787,01524,tb of knee-cult dx,"tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
788,01525,tb of knee-histo dx,"tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
789,01526,tb of knee-oth test,"tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
790,01550,tb of limb bones-unspec,"tuberculosis of limb bones, unspecified"
791,01551,tb limb bones-no exam,"tuberculosis of limb bones, bacteriological or histological examination not done"
792,01552,tb limb bones-exam unkn,"tuberculosis of limb bones, bacteriological or histological examination unknown (at present)"
793,01553,tb limb bones-micro dx,"tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy"
794,01554,tb limb bones-cult dx,"tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
795,01555,tb limb bones-histo dx,"tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
796,01556,tb limb bones-oth test,"tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
797,01560,tb of mastoid-unspec,"tuberculosis of mastoid, unspecified"
798,01561,tb of mastoid-no exam,"tuberculosis of mastoid, bacteriological or histological examination not done"
799,01562,tb of mastoid-exam unkn,"tuberculosis of mastoid, bacteriological or histological examination unknown (at present)"
800,01563,tb of mastoid-micro dx,"tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy"
801,01564,tb of mastoid-cult dx,"tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
802,01565,tb of mastoid-histo dx,"tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
803,01566,tb of mastoid-oth test,"tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
804,01570,tb of bone nec-unspec,"tuberculosis of other specified bone, unspecified"
805,01571,tb of bone nec-no exam,"tuberculosis of other specified bone, bacteriological or histological examination not done"
806,01572,tb of bone nec-exam unkn,"tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)"
807,01573,tb of bone nec-micro dx,"tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
808,01574,tb of bone nec-cult dx,"tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
809,01575,tb of bone nec-histo dx,"tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
810,01576,tb of bone nec-oth test,"tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
811,01580,tb of joint nec-unspec,"tuberculosis of other specified joint, unspecified"
812,01581,tb of joint nec-no exam,"tuberculosis of other specified joint, bacteriological or histological examination not done"
813,1289,helminthiasis nos,"helminth infection, unspecified"
814,01582,tb joint nec-exam unkn,"tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)"
815,01583,tb of joint nec-micro dx,"tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy"
816,01584,tb of joint nec-cult dx,"tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
817,01585,tb of joint nec-histo dx,"tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
818,01586,tb of joint nec-oth test,"tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
819,01590,tb bone/joint nos-unspec,"tuberculosis of unspecified bones and joints, unspecified"
820,01591,tb bone/jt nos-no exam,"tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
821,01592,tb bone/jt nos-exam unkn,"tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
822,01593,tb bone/jt nos-micro dx,"tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
823,01594,tb bone/jt nos-cult dx,"tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
824,01595,tb bone/jt nos-histo dx,"tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
825,01596,tb bone/jt nos-oth test,"tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
826,01600,tb of kidney-unspec,"tuberculosis of kidney, unspecified"
827,01601,tb of kidney-no exam,"tuberculosis of kidney, bacteriological or histological examination not done"
828,01602,tb of kidney-exam unkn,"tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
829,01603,tb of kidney-micro dx,"tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
830,01604,tb of kidney-cult dx,"tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
831,01605,tb of kidney-histo dx,"tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
832,01606,tb of kidney-oth test,"tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
833,01610,tb of bladder-unspec,"tuberculosis of bladder, unspecified"
834,01611,tb of bladder-no exam,"tuberculosis of bladder, bacteriological or histological examination not done"
835,01612,tb of bladder-exam unkn,"tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
836,01613,tb of bladder-micro dx,"tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
837,01614,tb of bladder-cult dx,"tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
838,01615,tb of bladder-histo dx,"tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
839,01616,tb of bladder-oth test,"tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
840,01620,tb of ureter-unspec,"tuberculosis of ureter, unspecified"
841,01621,tb of ureter-no exam,"tuberculosis of ureter, bacteriological or histological examination not done"
842,01622,tb of ureter-exam unkn,"tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
843,01623,tb of ureter-micro dx,"tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
844,01624,tb of ureter-cult dx,"tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
845,01625,tb of ureter-histo dx,"tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
846,01626,tb of ureter-oth test,"tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
847,01630,tb urinary nec-unspec,"tuberculosis of other urinary organs, unspecified"
848,01631,tb urinary nec-no exam,"tuberculosis of other urinary organs, bacteriological or histological examination not done"
849,01632,tb urinary nec-exam unkn,"tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
850,01633,tb urinary nec-micro dx,"tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
851,01634,tb urinary nec-cult dx,"tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
852,01635,tb urinary nec-histo dx,"tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
853,01636,tb urinary nec-oth test,"tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
854,01640,tb epididymis-unspec,"tuberculosis of epididymis, unspecified"
855,01641,tb epididymis-no exam,"tuberculosis of epididymis, bacteriological or histological examination not done"
856,01642,tb epididymis-exam unkn,"tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
857,01643,tb epididymis-micro dx,"tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
858,01644,tb epididymis-cult dx,"tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
859,01645,tb epididymis-histo dx,"tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
860,01646,tb epididymis-oth test,"tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
861,01650,tb male genit nec-unspec,"tuberculosis of other male genital organs, unspecified"
862,01651,tb male gen nec-no exam,"tuberculosis of other male genital organs, bacteriological or histological examination not done"
863,01652,tb male gen nec-ex unkn,"tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
864,01653,tb male gen nec-micro dx,"tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
865,1590,malig neo intestine nos,"malignant neoplasm of intestinal tract, part unspecified"
866,1591,malignant neo spleen nec,"malignant neoplasm of spleen, not elsewhere classified"
867,1598,mal neo gi/intra-abd nec,malignant neoplasm of other sites of digestive system and intra-abdominal organs
868,1599,mal neo gi tract ill-def,malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
869,1712,mal neo soft tissue arm,"malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
870,1713,mal neo soft tissue leg,"malignant neoplasm of connective and other soft tissue of lower limb, including hip"
871,1714,mal neo soft tis thorax,malignant neoplasm of connective and other soft tissue of thorax
872,1715,mal neo soft tis abdomen,malignant neoplasm of connective and other soft tissue of abdomen
873,1716,mal neo soft tis pelvis,malignant neoplasm of connective and other soft tissue of pelvis
874,1717,mal neopl trunk nos,"malignant neoplasm of connective and other soft tissue of trunk, unspecified"
875,1718,mal neo soft tissue nec,malignant neoplasm of other specified sites of connective and other soft tissue
876,1719,mal neo soft tissue nos,"malignant neoplasm of connective and other soft tissue, site unspecified"
877,1720,malig melanoma lip,malignant melanoma of skin of lip
878,1721,malig melanoma eyelid,"malignant melanoma of skin of eyelid, including canthus"
879,1722,malig melanoma ear,malignant melanoma of skin of ear and external auditory canal
880,1723,mal melanom face nec/nos,malignant melanoma of skin of other and unspecified parts of face
881,1724,mal melanoma scalp/neck,malignant melanoma of skin of scalp and neck
882,1725,malig melanoma trunk,"malignant melanoma of skin of trunk, except scrotum"
883,1726,malig melanoma arm,"malignant melanoma of skin of upper limb, including shoulder"
884,1727,malig melanoma leg,"malignant melanoma of skin of lower limb, including hip"
885,1728,malig melanoma skin nec,malignant melanoma of other specified sites of skin
886,1729,malig melanoma skin nos,"melanoma of skin, site unspecified"
887,17300,malig neopl skin lip nos,unspecified malignant neoplasm of skin of lip
888,17301,basal cell ca skin lip,basal cell carcinoma of skin of lip
889,17302,squamous cell ca skn lip,squamous cell carcinoma of skin of lip
890,17309,malig neo skin lip nec,other specified malignant neoplasm of skin of lip
891,17310,mal neo eyelid/canth nos,"unspecified malignant neoplasm of eyelid, including canthus"
892,17311,basal cell ca lid/canth,"basal cell carcinoma of eyelid, including canthus"
893,17312,squam cell ca lid/canth,"squamous cell carcinoma of eyelid, including canthus"
894,17319,mal neo eyelid/canth nec,"other specified malignant neoplasm of eyelid, including canthus"
895,17320,malig neo skin ear nos,unspecified malignant neoplasm of skin of ear and external auditory canal
896,17321,basal cell ca skin ear,basal cell carcinoma of skin of ear and external auditory canal
897,17322,squam cell ca skin ear,squamous cell carcinoma of skin of ear and external auditory canal
898,17329,neo skin ear/ex canl nec,other specified malignant neoplasm of skin of ear and external auditory canal
899,17330,mal neo skn face nec/nos,unspecified malignant neoplasm of skin of other and unspecified parts of face
900,17331,bsl cel skn face nec/nos,basal cell carcinoma of skin of other and unspecified parts of face
901,17332,sqm cel skn face nec/nos,squamous cell carcinoma of skin of other and unspecified parts of face
902,17339,mal neo skn face nec/nos,other specified malignant neoplasm of skin of other and unspecified parts of face
903,17340,mal neo sclp/skn nck nos,unspecified malignant neoplasm of scalp and skin of neck
904,17341,bsl cell ca scalp/skn nk,basal cell carcinoma of scalp and skin of neck
905,17342,sqam cell ca sclp/skn nk,squamous cell carcinoma of scalp and skin of neck
906,17349,mal neo sclp/skn nck nec,other specified malignant neoplasm of scalp and skin of neck
907,17350,malig neo skin trunk nos,"unspecified malignant neoplasm of skin of trunk, except scrotum"
908,17351,basal cell ca skin trunk,"basal cell carcinoma of skin of trunk, except scrotum"
909,17352,squam cell ca skin trunk,"squamous cell carcinoma of skin of trunk, except scrotum"
910,17359,malig neo skin trunk nec,"other specified malignant neoplasm of skin of trunk, except scrotum"
911,17360,mal neo skin up limb nos,"unspecified malignant neoplasm of skin of upper limb, including shoulder"
912,17361,basal cell ca skn up lmb,"basal cell carcinoma of skin of upper limb, including shoulder"
913,17362,squam cell ca skn up lmb,"squamous cell carcinoma of skin of upper limb, including shoulder"
914,17369,malig neo skn up lmb nec,"other specified malignant neoplasm of skin of upper limb, including shoulder"
915,17370,mal neo skn low limb nos,"unspecified malignant neoplasm of skin of lower limb, including hip"
916,17371,basl cell ca skn low lmb,"basal cell carcinoma of skin of lower limb, including hip"
917,17372,sqam cell ca skn low lmb,"squamous cell carcinoma of skin of lower limb, including hip"
918,17379,mal neo skin low lmb nec,"other specified malignant neoplasm of skin of lower limb, including hip"
919,17380,mal neo skn site nec/nos,unspecified malignant neoplasm of other specified sites of skin
920,17381,bsl cell ca skn site nec,basal cell carcinoma of other specified sites of skin
921,17382,sqm cell ca skn site nec,squamous cell carcinoma of other specified sites of skin
922,17389,oth mal neo skn site nec,other specified malignant neoplasm of other specified sites of skin
923,17390,malig neo skin site nos,"unspecified malignant neoplasm of skin, site unspecified"
924,17391,basal cell ca skin nos,"basal cell carcinoma of skin, site unspecified"
925,1600,mal neo nasal cavities,malignant neoplasm of nasal cavities
926,1601,malig neo middle ear,"malignant neoplasm of auditory tube, middle ear, and mastoid air cells"
927,1602,mal neo maxillary sinus,malignant neoplasm of maxillary sinus
928,1603,mal neo ethmoidal sinus,malignant neoplasm of ethmoidal sinus
929,1604,malig neo frontal sinus,malignant neoplasm of frontal sinus
930,1605,mal neo sphenoid sinus,malignant neoplasm of sphenoidal sinus
931,1608,mal neo access sinus nec,malignant neoplasm of other accessory sinuses
932,1609,mal neo access sinus nos,"malignant neoplasm of accessory sinus, unspecified"
933,1610,malignant neo glottis,malignant neoplasm of glottis
934,1611,malig neo supraglottis,malignant neoplasm of supraglottis
935,1612,malig neo subglottis,malignant neoplasm of subglottis
936,1613,mal neo cartilage larynx,malignant neoplasm of laryngeal cartilages
937,1618,malignant neo larynx nec,malignant neoplasm of other specified sites of larynx
938,1619,malignant neo larynx nos,"malignant neoplasm of larynx, unspecified"
939,1620,malignant neo trachea,malignant neoplasm of trachea
940,1622,malig neo main bronchus,malignant neoplasm of main bronchus
941,1623,mal neo upper lobe lung,"malignant neoplasm of upper lobe, bronchus or lung"
942,1624,mal neo middle lobe lung,"malignant neoplasm of middle lobe, bronchus or lung"
943,1625,mal neo lower lobe lung,"malignant neoplasm of lower lobe, bronchus or lung"
944,1628,mal neo bronch/lung nec,malignant neoplasm of other parts of bronchus or lung
945,1629,mal neo bronch/lung nos,"malignant neoplasm of bronchus and lung, unspecified"
946,1630,mal neo parietal pleura,malignant neoplasm of parietal pleura
947,1631,mal neo visceral pleura,malignant neoplasm of visceral pleura
948,1638,malig neopl pleura nec,malignant neoplasm of other specified sites of pleura
949,1639,malig neopl pleura nos,"malignant neoplasm of pleura, unspecified"
950,1640,malignant neopl thymus,malignant neoplasm of thymus
951,1641,malignant neopl heart,malignant neoplasm of heart
952,1642,mal neo ant mediastinum,malignant neoplasm of anterior mediastinum
953,1643,mal neo post mediastinum,malignant neoplasm of posterior mediastinum
954,1648,mal neo mediastinum nec,malignant neoplasm of other parts of mediastinum
955,1649,mal neo mediastinum nos,"malignant neoplasm of mediastinum, part unspecified"
956,1650,mal neo upper resp nos,"malignant neoplasm of upper respiratory tract, part unspecified"
957,1658,mal neo thorax/resp nec,malignant neoplasm of other sites within the respiratory system and intrathoracic organs
958,1659,mal neo resp system nos,malignant neoplasm of ill-defined sites within the respiratory system
959,1700,mal neo skull/face bone,"malignant neoplasm of bones of skull and face, except mandible"
960,1701,malignant neo mandible,malignant neoplasm of mandible
961,1702,malig neo vertebrae,"malignant neoplasm of vertebral column, excluding sacrum and coccyx"
962,1703,mal neo ribs/stern/clav,"malignant neoplasm of ribs, sternum, and clavicle"
963,1704,mal neo long bones arm,malignant neoplasm of scapula and long bones of upper limb
964,1705,mal neo bones wrist/hand,malignant neoplasm of short bones of upper limb
965,1706,mal neo pelvic girdle,"malignant neoplasm of pelvic bones, sacrum, and coccyx"
966,1707,mal neo long bones leg,malignant neoplasm of long bones of lower limb
967,1708,mal neo bones ankle/foot,malignant neoplasm of short bones of lower limb
968,1709,malig neopl bone nos,"malignant neoplasm of bone and articular cartilage, site unspecified"
969,1710,mal neo soft tissue head,"malignant neoplasm of connective and other soft tissue of head, face, and neck"
970,0990,chancroid,chancroid
971,0991,lymphogranuloma venereum,lymphogranuloma venereum
972,0992,granuloma inguinale,granuloma inguinale
973,0993,reiter's disease,reiter's disease
974,09940,unspcf nongnccl urethrts,"other nongonococcal urethritis, unspecified"
975,09941,chlmyd trachomatis ureth,"other nongonococcal urethritis, chlamydia trachomatis"
976,09949,nongc urth oth spf orgsm,"other nongonococcal urethritis, other specified organism"
977,09950,oth vd chlm trch unsp st,"other venereal diseases due to chlamydia trachomatis, unspecified site"
978,09951,oth vd chlm trch pharynx,"other venereal diseases due to chlamydia trachomatis, pharynx"
979,09952,oth vd chlm trch ans rct,"other venereal diseases due to chlamydia trachomatis, anus and rectum"
980,09953,oth vd chlm trch lowr gu,"other venereal diseases due to chlamydia trachomatis, lower genitourinary sites"
981,09954,oth vd chlm trch oth gu,"other venereal diseases due to chlamydia trachomatis, other genitourinary sites"
982,09955,ot vd chlm trch unspf gu,"other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site"
983,09956,ot vd chlm trch prtoneum,"other venereal diseases due to chlamydia trachomatis, peritoneum"
984,09959,oth vd chlm trch spcf st,"other venereal diseases due to chlamydia trachomatis, other specified site"
985,0998,venereal disease nec,other specified venereal diseases
986,0999,venereal disease nos,"venereal disease, unspecified"
987,1000,leptospiros icterohem,leptospirosis icterohemorrhagica
988,10081,leptospiral meningitis,leptospiral meningitis (aseptic)
989,10089,leptospiral infect nec,other specified leptospiral infections
990,1009,leptospirosis nos,"leptospirosis, unspecified"
991,101,vincent's angina,vincent's angina
992,1020,initial lesions yaws,initial lesions of yaws
993,1021,multiple papillomata,multiple papillomata due to yaws and wet crab yaws
994,1022,early skin yaws nec,other early skin lesions of yaws
995,1023,hyperkeratosis of yaws,hyperkeratosis due to yaws
996,1024,"gummata and ulcers, yaws",gummata and ulcers due to yaws
997,1025,gangosa,gangosa
998,1026,yaws of bone & joint,bone and joint lesions due to yaws
999,1027,yaws manifestations nec,other manifestations of yaws
1000,1028,latent yaws,latent yaws
1001,1029,yaws nos,"yaws, unspecified"
1002,1030,pinta primary lesions,primary lesions of pinta
1003,1031,pinta intermed lesions,intermediate lesions of pinta
1004,1032,pinta late lesions,late lesions of pinta
1005,1033,pinta mixed lesions,mixed lesions of pinta
1006,1039,pinta nos,"pinta, unspecified"
1007,1040,nonvenereal endemic syph,nonvenereal endemic syphilis
1008,1048,spirochetal infect nec,other specified spirochetal infections
1009,1049,spirochetal infect nos,"spirochetal infection, unspecified"
1010,1100,dermatophyt scalp/beard,dermatophytosis of scalp and beard
1011,1101,dermatophytosis of nail,dermatophytosis of nail
1012,1102,dermatophytosis of hand,dermatophytosis of hand
1013,1103,dermatophytosis of groin,dermatophytosis of groin and perianal area
1014,1104,dermatophytosis of foot,dermatophytosis of foot
1015,1105,dermatophytosis of body,dermatophytosis of the body
1016,1106,deep dermatophytosis,deep seated dermatophytosis
1017,1108,dermatophytosis site nec,dermatophytosis of other specified sites
1018,1109,dermatophytosis site nos,dermatophytosis of unspecified site
1019,1110,pityriasis versicolor,pityriasis versicolor
1020,1111,tinea nigra,tinea nigra
1021,1112,tinea blanca,tinea blanca
1022,1113,black piedra,black piedra
1023,1118,dermatomycoses nec,other specified dermatomycoses
1024,1119,dermatomycosis nos,"dermatomycosis, unspecified"
1025,1120,thrush,candidiasis of mouth
1026,1121,candidal vulvovaginitis,candidiasis of vulva and vagina
1027,1122,candidias urogenital nec,candidiasis of other urogenital sites
1028,1123,cutaneous candidiasis,candidiasis of skin and nails
1029,1124,candidiasis of lung,candidiasis of lung
1030,1125,disseminated candidiasis,disseminated candidiasis
1031,11281,candidal endocarditis,candidal endocarditis
1032,11282,candidal otitis externa,candidal otitis externa
1033,11283,candidal meningitis,candidal meningitis
1034,11284,candidal esophagitis,candidal esophagitis
1035,11285,candidal enteritis,candidal enteritis
1036,1129,candidiasis site nos,candidiasis of unspecified site
1037,1140,primary coccidioidomycos,primary coccidioidomycosis (pulmonary)
1038,1141,prim cutan coccidioid,primary extrapulmonary coccidioidomycosis
1039,1142,coccidioidal meningitis,coccidioidal meningitis
1040,1143,progress coccidioid nec,other forms of progressive coccidioidomycosis
1041,1144,ch pl coccidioidomycosis,chronic pulmonary coccidioidomycosis
1042,1145,pl cocidioidomycosis nos,"pulmonary coccidioidomycosis, unspecified"
1043,1149,coccidioidomycosis nos,"coccidioidomycosis, unspecified"
1044,11500,histoplasma capsulat nos,"infection by histoplasma capsulatum, without mention of manifestation"
1045,11501,histoplasm capsul mening,"infection by histoplasma capsulatum, meningitis"
1046,11502,histoplasm capsul retina,"infection by histoplasma capsulatum, retinitis"
1047,11503,histoplasm caps pericard,"infection by histoplasma capsulatum, pericarditis"
1048,11504,histoplasm caps endocard,"infection by histoplasma capsulatum, endocarditis"
1049,11505,histoplasm caps pneumon,"infection by histoplasma capsulatum, pneumonia"
1050,11509,histoplasma capsulat nec,"infection by histoplasma capsulatum, other"
1051,11510,histoplasma duboisii nos,"infection by histoplasma duboisii, without mention of manifestation"
1052,11511,histoplasm dubois mening,"infection by histoplasma duboisii, meningitis"
